dep_delay,arr_delay,taxi_out,distance,air_time,Cluster
0.0,27.0,43.0,197.0,42.0,1
-6.0,-17.0,12.0,1180.0,169.0,2
-1.0,69.0,63.0,994.0,172.0,1
9.0,-6.0,24.0,946.0,120.0,2
157.0,166.0,24.0,1721.0,204.0,1
8.0,-18.0,17.0,340.0,68.0,2
-3.0,-1.0,15.0,224.0,49.0,2
-12.0,-19.0,18.0,970.0,145.0,2
8.0,-18.0,8.0,633.0,81.0,2
-4.0,-11.0,15.0,296.0,54.0,2
-13.0,-10.0,20.0,437.0,67.0,2
-9.0,-19.0,8.0,229.0,40.0,2
16.0,-29.0,16.0,2704.0,346.0,0
-6.0,1.0,15.0,279.0,52.0,2
5.0,20.0,46.0,780.0,109.0,1
2.0,-5.0,12.0,323.0,52.0,2
-4.0,-33.0,16.0,461.0,68.0,2
-5.0,-15.0,10.0,990.0,121.0,2
-5.0,-6.0,35.0,722.0,106.0,2
-1.0,-13.0,22.0,309.0,49.0,2
26.0,30.0,18.0,337.0,65.0,2
-1.0,-11.0,12.0,1010.0,137.0,2
-10.0,-12.0,10.0,838.0,116.0,2
0.0,-20.0,11.0,196.0,40.0,2
-4.0,-17.0,26.0,67.0,16.0,2
-5.0,-13.0,11.0,407.0,68.0,2
42.0,13.0,7.0,874.0,115.0,2
-3.0,-16.0,10.0,957.0,120.0,2
-2.0,-36.0,12.0,229.0,40.0,2
-5.0,0.0,12.0,1416.0,227.0,0
157.0,149.0,19.0,761.0,100.0,1
-1.0,-18.0,8.0,461.0,62.0,2
-5.0,-5.0,9.0,919.0,112.0,2
7.0,3.0,12.0,533.0,81.0,2
-7.0,-34.0,13.0,1781.0,198.0,0
-3.0,-11.0,14.0,551.0,89.0,2
-3.0,-7.0,24.0,802.0,115.0,2
1.0,-5.0,12.0,277.0,54.0,2
39.0,49.0,27.0,231.0,44.0,1
42.0,35.0,15.0,1599.0,180.0,0
-2.0,-10.0,13.0,577.0,80.0,2
44.0,86.0,72.0,761.0,104.0,1
5.0,-2.0,22.0,190.0,38.0,2
46.0,70.0,23.0,1235.0,196.0,0
126.0,133.0,12.0,575.0,91.0,1
-4.0,-6.0,13.0,581.0,80.0,2
-5.0,-5.0,11.0,927.0,127.0,2
-25.0,-28.0,7.0,721.0,103.0,2
-17.0,-34.0,14.0,647.0,89.0,2
-8.0,-15.0,13.0,719.0,94.0,2
-5.0,-19.0,15.0,282.0,51.0,2
-8.0,-10.0,22.0,337.0,53.0,2
-10.0,-27.0,12.0,241.0,48.0,2
-7.0,-23.0,12.0,752.0,97.0,2
110.0,99.0,17.0,1045.0,132.0,1
4.0,13.0,13.0,201.0,38.0,2
7.0,1.0,30.0,964.0,115.0,2
3.0,107.0,114.0,373.0,72.0,1
15.0,21.0,28.0,356.0,60.0,2
-4.0,-4.0,14.0,236.0,49.0,2
19.0,8.0,12.0,666.0,92.0,2
1.0,-5.0,16.0,762.0,129.0,2
-3.0,-12.0,16.0,317.0,45.0,2
18.0,76.0,17.0,1107.0,207.0,0
-7.0,-12.0,18.0,925.0,112.0,2
-7.0,-20.0,15.0,1197.0,158.0,2
-8.0,-10.0,17.0,1969.0,235.0,0
115.0,115.0,14.0,1491.0,177.0,1
7.0,1.0,17.0,2556.0,289.0,0
-8.0,-15.0,16.0,1635.0,207.0,0
-3.0,-2.0,18.0,964.0,110.0,2
11.0,15.0,19.0,1846.0,225.0,0
-1.0,-8.0,22.0,335.0,57.0,2
43.0,46.0,8.0,123.0,35.0,2
8.0,-6.0,10.0,971.0,133.0,2
-4.0,-7.0,11.0,954.0,136.0,2
0.0,13.0,39.0,1670.0,183.0,0
-1.0,-9.0,18.0,391.0,56.0,2
0.0,-14.0,12.0,399.0,68.0,2
-4.0,-1.0,19.0,287.0,49.0,2
-1.0,-6.0,19.0,1999.0,256.0,0
0.0,-16.0,14.0,1290.0,172.0,0
82.0,82.0,13.0,1009.0,155.0,1
-7.0,-10.0,15.0,460.0,65.0,2
22.0,35.0,12.0,731.0,113.0,2
2.0,-15.0,8.0,1449.0,161.0,0
-3.0,21.0,22.0,1045.0,144.0,2
-7.0,-25.0,6.0,135.0,34.0,2
-6.0,18.0,29.0,318.0,83.0,2
16.0,-1.0,11.0,368.0,54.0,2
-3.0,-1.0,9.0,575.0,82.0,2
10.0,5.0,14.0,1144.0,160.0,2
-7.0,-14.0,17.0,733.0,109.0,2
-1.0,-1.0,23.0,1075.0,131.0,2
12.0,12.0,51.0,541.0,81.0,1
27.0,11.0,24.0,944.0,138.0,2
9.0,-6.0,12.0,532.0,72.0,2
0.0,1.0,31.0,1487.0,180.0,0
-12.0,-14.0,17.0,456.0,71.0,2
-4.0,-32.0,9.0,2845.0,309.0,0
-7.0,-12.0,14.0,989.0,120.0,2
-1.0,-11.0,9.0,1521.0,210.0,0
-10.0,-17.0,11.0,470.0,74.0,2
65.0,49.0,13.0,187.0,40.0,2
-3.0,-7.0,13.0,507.0,84.0,2
9.0,19.0,39.0,828.0,106.0,1
10.0,18.0,21.0,1154.0,144.0,2
-7.0,-19.0,17.0,680.0,93.0,2
-5.0,-13.0,15.0,483.0,80.0,2
37.0,68.0,70.0,288.0,47.0,1
13.0,-6.0,13.0,850.0,100.0,2
1.0,-12.0,11.0,1476.0,198.0,0
-10.0,-4.0,10.0,420.0,70.0,2
3.0,-10.0,17.0,2454.0,280.0,0
-5.0,1.0,25.0,368.0,57.0,2
11.0,2.0,28.0,1846.0,238.0,0
-1.0,8.0,20.0,1290.0,200.0,0
-10.0,-12.0,33.0,1041.0,153.0,2
2.0,-13.0,7.0,1037.0,149.0,2
-3.0,-33.0,13.0,956.0,126.0,2
-4.0,26.0,39.0,2586.0,394.0,0
49.0,40.0,21.0,229.0,49.0,2
6.0,-9.0,13.0,1182.0,158.0,2
1.0,-7.0,13.0,601.0,80.0,2
41.0,42.0,21.0,296.0,54.0,2
47.0,33.0,15.0,1067.0,122.0,2
-1.0,-24.0,16.0,632.0,93.0,2
6.0,-12.0,18.0,1121.0,126.0,2
1.0,-5.0,20.0,813.0,99.0,2
7.0,10.0,18.0,937.0,121.0,2
-5.0,-6.0,18.0,651.0,96.0,2
-2.0,2.0,17.0,404.0,68.0,2
-2.0,-5.0,11.0,604.0,103.0,2
-9.0,-13.0,39.0,733.0,107.0,1
-2.0,6.0,36.0,1121.0,152.0,1
72.0,81.0,24.0,143.0,39.0,1
-6.0,-18.0,9.0,319.0,56.0,2
-5.0,-16.0,13.0,1096.0,150.0,2
0.0,12.0,12.0,957.0,143.0,2
-5.0,-18.0,10.0,1067.0,137.0,2
-7.0,-6.0,17.0,2556.0,308.0,0
-8.0,-15.0,15.0,328.0,57.0,2
-7.0,-16.0,14.0,862.0,138.0,2
-4.0,-9.0,18.0,224.0,48.0,2
-7.0,2.0,37.0,326.0,64.0,1
5.0,17.0,15.0,951.0,142.0,2
-7.0,-33.0,12.0,280.0,60.0,2
-1.0,-16.0,25.0,925.0,124.0,2
221.0,205.0,12.0,381.0,60.0,1
-15.0,-15.0,14.0,1262.0,159.0,2
35.0,33.0,25.0,1242.0,142.0,1
83.0,126.0,50.0,708.0,124.0,1
-12.0,-50.0,20.0,888.0,122.0,2
-13.0,-18.0,14.0,571.0,78.0,2
-7.0,-12.0,25.0,746.0,108.0,2
-4.0,-17.0,15.0,1283.0,156.0,2
108.0,122.0,21.0,675.0,97.0,1
20.0,12.0,12.0,421.0,70.0,2
-6.0,-19.0,21.0,335.0,57.0,2
-3.0,-5.0,15.0,643.0,94.0,2
4.0,-6.0,15.0,621.0,107.0,2
17.0,10.0,15.0,928.0,124.0,2
-3.0,-13.0,15.0,404.0,62.0,2
-7.0,-14.0,16.0,621.0,87.0,2
-10.0,-24.0,22.0,588.0,87.0,2
-5.0,-16.0,17.0,458.0,62.0,2
-6.0,-21.0,12.0,1620.0,195.0,0
2.0,17.0,13.0,1014.0,158.0,2
-5.0,-19.0,10.0,406.0,67.0,2
44.0,42.0,10.0,489.0,77.0,2
17.0,9.0,30.0,919.0,124.0,2
-4.0,-14.0,12.0,936.0,110.0,2
-7.0,-32.0,25.0,266.0,48.0,2
-10.0,-17.0,16.0,605.0,85.0,2
8.0,0.0,11.0,270.0,41.0,2
-7.0,-8.0,20.0,209.0,44.0,2
19.0,13.0,6.0,647.0,95.0,2
8.0,1.0,13.0,738.0,92.0,2
-5.0,-11.0,18.0,802.0,120.0,2
-9.0,-30.0,10.0,935.0,130.0,2
-5.0,-7.0,13.0,765.0,122.0,2
64.0,54.0,22.0,491.0,74.0,1
93.0,70.0,20.0,447.0,71.0,1
-12.0,-24.0,12.0,345.0,62.0,2
11.0,-12.0,16.0,2367.0,280.0,0
-7.0,-4.0,13.0,1074.0,158.0,2
-10.0,-20.0,17.0,601.0,81.0,2
-5.0,-23.0,10.0,197.0,37.0,2
-1.0,6.0,20.0,1979.0,228.0,0
-8.0,-21.0,13.0,269.0,57.0,2
-6.0,-25.0,22.0,1608.0,196.0,0
-6.0,-15.0,30.0,2565.0,349.0,0
-2.0,-3.0,22.0,1121.0,160.0,2
-2.0,-5.0,15.0,436.0,70.0,2
5.0,-3.0,15.0,737.0,113.0,2
-10.0,-10.0,23.0,519.0,84.0,2
13.0,7.0,16.0,1068.0,155.0,2
-4.0,5.0,28.0,1362.0,199.0,0
10.0,-3.0,13.0,589.0,87.0,2
-6.0,-11.0,8.0,323.0,51.0,2
-4.0,-15.0,17.0,1464.0,208.0,0
12.0,4.0,20.0,328.0,52.0,2
22.0,29.0,34.0,618.0,88.0,1
23.0,15.0,18.0,1058.0,152.0,2
-15.0,-28.0,12.0,534.0,78.0,2
3.0,-6.0,14.0,787.0,108.0,2
12.0,11.0,24.0,2099.0,292.0,0
0.0,4.0,41.0,765.0,121.0,1
38.0,32.0,23.0,136.0,32.0,2
-10.0,-36.0,8.0,120.0,32.0,2
-3.0,4.0,44.0,1341.0,182.0,1
-9.0,9.0,19.0,667.0,90.0,2
-3.0,13.0,14.0,1781.0,230.0,0
216.0,217.0,15.0,421.0,73.0,1
-2.0,7.0,23.0,712.0,95.0,2
-9.0,-41.0,14.0,2611.0,283.0,0
37.0,2.0,13.0,1089.0,143.0,2
-11.0,-15.0,17.0,1341.0,184.0,0
7.0,-8.0,22.0,2279.0,289.0,0
-2.0,-14.0,13.0,305.0,56.0,2
-2.0,-14.0,14.0,2860.0,321.0,0
0.0,-10.0,18.0,895.0,131.0,2
-10.0,-14.0,16.0,622.0,83.0,2
9.0,-3.0,16.0,366.0,54.0,2
-3.0,-1.0,11.0,689.0,104.0,2
38.0,32.0,23.0,2640.0,344.0,0
13.0,14.0,34.0,315.0,49.0,1
0.0,-10.0,17.0,356.0,58.0,2
-4.0,-6.0,12.0,629.0,96.0,2
-9.0,-22.0,11.0,834.0,113.0,2
-8.0,-8.0,27.0,702.0,112.0,2
4.0,-26.0,12.0,1744.0,238.0,0
6.0,-5.0,13.0,613.0,87.0,2
31.0,8.0,8.0,1025.0,132.0,2
75.0,73.0,26.0,802.0,113.0,1
10.0,-4.0,10.0,337.0,55.0,2
-3.0,-24.0,20.0,2565.0,285.0,0
5.0,7.0,9.0,1670.0,243.0,0
17.0,-3.0,10.0,1105.0,146.0,2
-7.0,-9.0,8.0,569.0,86.0,2
-4.0,-5.0,33.0,2607.0,320.0,0
-5.0,-13.0,16.0,199.0,42.0,2
77.0,70.0,11.0,899.0,136.0,2
-10.0,-32.0,12.0,399.0,60.0,2
-7.0,-24.0,16.0,1721.0,198.0,0
-6.0,-9.0,23.0,106.0,27.0,2
-2.0,20.0,11.0,991.0,135.0,2
-10.0,-13.0,18.0,846.0,114.0,2
-4.0,-14.0,15.0,794.0,105.0,2
0.0,-10.0,7.0,397.0,62.0,2
-1.0,-1.0,26.0,425.0,58.0,2
55.0,51.0,12.0,701.0,99.0,2
-1.0,-19.0,12.0,1047.0,124.0,2
-10.0,-13.0,21.0,937.0,125.0,2
-6.0,17.0,45.0,404.0,70.0,1
-10.0,-2.0,16.0,1194.0,161.0,2
77.0,123.0,41.0,468.0,72.0,1
57.0,43.0,17.0,1062.0,143.0,2
-2.0,-3.0,40.0,1005.0,141.0,1
2.0,-26.0,17.0,1972.0,253.0,0
-5.0,-14.0,10.0,237.0,46.0,2
18.0,8.0,13.0,141.0,26.0,2
-3.0,-11.0,30.0,397.0,66.0,2
-5.0,-15.0,19.0,323.0,53.0,2
79.0,84.0,30.0,577.0,80.0,1
-1.0,-13.0,19.0,849.0,133.0,2
-7.0,-26.0,8.0,469.0,71.0,2
-6.0,-13.0,16.0,1050.0,124.0,2
0.0,-16.0,10.0,1035.0,137.0,2
-1.0,1.0,20.0,813.0,116.0,2
-8.0,-18.0,11.0,280.0,51.0,2
-8.0,-10.0,18.0,746.0,102.0,2
-4.0,-2.0,15.0,1826.0,211.0,0
-7.0,-13.0,18.0,674.0,93.0,2
-6.0,-14.0,14.0,674.0,97.0,2
4.0,-6.0,25.0,1726.0,209.0,0
-7.0,-3.0,14.0,323.0,59.0,2
6.0,0.0,18.0,1721.0,248.0,0
6.0,3.0,13.0,819.0,111.0,2
-4.0,-19.0,20.0,599.0,80.0,2
-4.0,-36.0,11.0,1276.0,173.0,0
-7.0,-11.0,18.0,453.0,75.0,2
22.0,28.0,18.0,1101.0,154.0,2
8.0,1.0,10.0,1624.0,189.0,0
0.0,-15.0,8.0,1090.0,137.0,2
-5.0,-7.0,18.0,430.0,68.0,2
-8.0,-22.0,13.0,426.0,66.0,2
-2.0,-25.0,11.0,308.0,50.0,2
23.0,14.0,16.0,451.0,66.0,2
25.0,17.0,20.0,813.0,118.0,2
-7.0,-14.0,15.0,1005.0,141.0,2
-2.0,-2.0,20.0,349.0,51.0,2
-9.0,-11.0,29.0,2075.0,280.0,0
-8.0,12.0,33.0,2176.0,293.0,0
23.0,15.0,33.0,967.0,130.0,1
1.0,14.0,51.0,2422.0,323.0,0
-4.0,5.0,38.0,783.0,112.0,1
-4.0,-15.0,17.0,134.0,27.0,2
323.0,318.0,14.0,455.0,66.0,1
0.0,-10.0,17.0,2176.0,245.0,0
12.0,0.0,18.0,628.0,86.0,2
-13.0,-32.0,10.0,596.0,92.0,2
-3.0,-18.0,13.0,1199.0,140.0,2
5.0,-20.0,8.0,1557.0,184.0,0
8.0,-1.0,23.0,347.0,54.0,2
0.0,6.0,31.0,331.0,59.0,2
9.0,4.0,12.0,333.0,63.0,2
-4.0,8.0,17.0,431.0,79.0,2
-3.0,-9.0,22.0,737.0,100.0,2
-6.0,-37.0,9.0,644.0,85.0,2
-4.0,-11.0,11.0,612.0,101.0,2
-8.0,-31.0,10.0,408.0,63.0,2
30.0,37.0,36.0,187.0,44.0,1
-5.0,-18.0,11.0,453.0,66.0,2
-8.0,-10.0,12.0,479.0,84.0,2
3.0,2.0,7.0,102.0,21.0,2
24.0,27.0,11.0,2603.0,324.0,0
8.0,-8.0,15.0,680.0,80.0,2
-7.0,-16.0,21.0,1855.0,204.0,0
-4.0,5.0,16.0,780.0,113.0,2
6.0,0.0,33.0,2139.0,241.0,0
-5.0,-2.0,26.0,488.0,69.0,2
-5.0,-19.0,9.0,1154.0,154.0,2
7.0,8.0,14.0,733.0,111.0,2
-5.0,-1.0,32.0,1504.0,180.0,0
-6.0,0.0,20.0,678.0,97.0,2
-6.0,-46.0,11.0,2979.0,311.0,0
0.0,-13.0,12.0,1121.0,130.0,2
-4.0,-14.0,16.0,258.0,52.0,2
-10.0,-5.0,33.0,196.0,33.0,2
13.0,0.0,12.0,1447.0,190.0,0
20.0,19.0,8.0,583.0,95.0,2
88.0,105.0,19.0,1024.0,140.0,1
0.0,-5.0,9.0,455.0,71.0,2
42.0,41.0,12.0,1865.0,254.0,0
-9.0,-27.0,12.0,321.0,52.0,2
-7.0,8.0,16.0,460.0,100.0,2
-8.0,-5.0,18.0,1846.0,217.0,0
3.0,-2.0,25.0,1969.0,224.0,0
-7.0,-21.0,13.0,282.0,44.0,2
-7.0,-20.0,10.0,721.0,97.0,2
4.0,64.0,35.0,834.0,156.0,1
-10.0,-5.0,27.0,226.0,41.0,2
-14.0,-13.0,12.0,550.0,85.0,2
0.0,-4.0,9.0,214.0,45.0,2
-11.0,-23.0,12.0,936.0,114.0,2
206.0,191.0,13.0,237.0,46.0,1
-4.0,-9.0,9.0,622.0,101.0,2
91.0,74.0,9.0,516.0,76.0,2
5.0,-2.0,21.0,290.0,46.0,2
7.0,-2.0,11.0,493.0,78.0,2
-3.0,-7.0,13.0,2174.0,243.0,0
1.0,1.0,32.0,420.0,60.0,2
39.0,31.0,11.0,304.0,47.0,2
-4.0,-2.0,26.0,1846.0,223.0,0
-3.0,-5.0,22.0,75.0,22.0,2
86.0,99.0,32.0,805.0,111.0,1
-4.0,-34.0,14.0,1437.0,179.0,0
166.0,178.0,12.0,1139.0,145.0,1
-7.0,-14.0,14.0,526.0,73.0,2
-5.0,-17.0,13.0,872.0,101.0,2
3.0,-3.0,16.0,1042.0,146.0,2
-1.0,14.0,34.0,515.0,72.0,1
37.0,17.0,14.0,1090.0,121.0,2
-4.0,-13.0,15.0,2075.0,252.0,0
-3.0,3.0,22.0,700.0,106.0,2
-3.0,-13.0,10.0,168.0,42.0,2
6.0,-4.0,10.0,986.0,117.0,2
-6.0,-7.0,18.0,1067.0,135.0,2
-2.0,-14.0,15.0,680.0,94.0,2
96.0,76.0,14.0,399.0,57.0,1
-5.0,-26.0,11.0,907.0,112.0,2
61.0,51.0,8.0,1795.0,220.0,0
26.0,16.0,37.0,613.0,88.0,1
23.0,13.0,22.0,286.0,45.0,2
-10.0,-27.0,16.0,642.0,92.0,2
98.0,90.0,9.0,569.0,78.0,2
0.0,-1.0,8.0,546.0,78.0,2
-5.0,-20.0,21.0,1089.0,143.0,2
-8.0,-27.0,24.0,282.0,48.0,2
-3.0,-14.0,15.0,710.0,104.0,2
-3.0,-11.0,13.0,914.0,109.0,2
-1.0,22.0,36.0,1246.0,158.0,1
-16.0,-14.0,17.0,817.0,111.0,2
-12.0,-30.0,35.0,1605.0,198.0,0
-9.0,-3.0,16.0,363.0,61.0,2
70.0,66.0,19.0,516.0,82.0,1
19.0,9.0,14.0,251.0,41.0,2
-5.0,-25.0,15.0,1448.0,162.0,0
-9.0,-12.0,19.0,340.0,71.0,2
-6.0,-27.0,17.0,1575.0,217.0,0
31.0,27.0,17.0,280.0,66.0,2
-10.0,-14.0,22.0,604.0,94.0,2
219.0,197.0,30.0,2724.0,360.0,0
-1.0,-20.0,8.0,1123.0,147.0,2
30.0,42.0,31.0,1148.0,186.0,1
-9.0,-15.0,15.0,647.0,91.0,2
30.0,36.0,44.0,462.0,76.0,1
-2.0,-2.0,8.0,973.0,136.0,2
-6.0,-9.0,10.0,862.0,121.0,2
-9.0,-27.0,22.0,846.0,102.0,2
15.0,14.0,22.0,192.0,38.0,2
0.0,4.0,19.0,368.0,60.0,2
3.0,-6.0,16.0,1055.0,132.0,2
-4.0,-7.0,12.0,523.0,86.0,2
4.0,10.0,18.0,529.0,94.0,2
-3.0,3.0,33.0,1069.0,146.0,2
1.0,-17.0,13.0,771.0,92.0,2
4.0,-4.0,10.0,501.0,92.0,2
-11.0,-21.0,11.0,354.0,61.0,2
2.0,-19.0,17.0,641.0,94.0,2
-12.0,-3.0,30.0,944.0,124.0,2
10.0,-6.0,16.0,391.0,62.0,2
0.0,8.0,21.0,534.0,84.0,2
130.0,112.0,10.0,546.0,78.0,1
105.0,86.0,20.0,693.0,94.0,1
-7.0,-21.0,14.0,1208.0,126.0,2
-1.0,14.0,27.0,599.0,97.0,2
-10.0,-27.0,12.0,541.0,79.0,2
-2.0,-1.0,18.0,696.0,104.0,2
7.0,-2.0,12.0,1042.0,141.0,2
-2.0,-15.0,25.0,1120.0,142.0,2
17.0,37.0,52.0,226.0,44.0,1
0.0,-26.0,21.0,2446.0,286.0,0
-9.0,-9.0,13.0,956.0,137.0,2
-6.0,-30.0,10.0,1947.0,238.0,0
-7.0,-17.0,13.0,908.0,125.0,2
6.0,0.0,17.0,2556.0,300.0,0
-5.0,-11.0,23.0,1754.0,200.0,0
-11.0,-11.0,18.0,1888.0,209.0,0
-5.0,-2.0,14.0,1075.0,181.0,0
-5.0,-11.0,13.0,632.0,95.0,2
0.0,4.0,21.0,634.0,104.0,2
0.0,-2.0,19.0,2402.0,277.0,0
-2.0,-3.0,7.0,100.0,22.0,2
-1.0,-1.0,20.0,1546.0,207.0,0
57.0,54.0,17.0,1111.0,156.0,2
242.0,341.0,138.0,745.0,103.0,1
0.0,-2.0,10.0,641.0,88.0,2
-4.0,-16.0,27.0,764.0,112.0,2
-2.0,-9.0,14.0,622.0,108.0,2
-8.0,-17.0,23.0,2586.0,330.0,0
2.0,-8.0,10.0,1354.0,166.0,0
-6.0,-16.0,19.0,913.0,131.0,2
0.0,-19.0,11.0,759.0,96.0,2
765.0,824.0,78.0,139.0,45.0,3
36.0,30.0,14.0,601.0,90.0,2
52.0,42.0,14.0,407.0,71.0,2
-6.0,-16.0,13.0,342.0,55.0,2
9.0,0.0,8.0,1075.0,146.0,2
-2.0,-4.0,14.0,589.0,95.0,2
-5.0,-22.0,11.0,1242.0,160.0,2
-5.0,-11.0,20.0,223.0,40.0,2
-6.0,-2.0,19.0,1107.0,145.0,2
0.0,11.0,47.0,1023.0,142.0,1
1.0,-20.0,16.0,1005.0,131.0,2
-4.0,-1.0,8.0,2404.0,294.0,0
0.0,-8.0,18.0,1741.0,225.0,0
-1.0,-8.0,21.0,1620.0,241.0,0
-7.0,5.0,16.0,1034.0,167.0,2
43.0,30.0,14.0,1126.0,159.0,2
-2.0,-7.0,10.0,2355.0,287.0,0
28.0,16.0,10.0,1616.0,195.0,0
-9.0,14.0,55.0,1074.0,147.0,1
-3.0,-13.0,20.0,255.0,46.0,2
-1.0,-7.0,18.0,1558.0,185.0,0
10.0,7.0,22.0,226.0,43.0,2
-2.0,-6.0,13.0,834.0,120.0,2
291.0,327.0,64.0,1400.0,195.0,1
12.0,2.0,13.0,854.0,119.0,2
1.0,2.0,16.0,121.0,26.0,2
6.0,-8.0,10.0,404.0,59.0,2
-1.0,18.0,24.0,460.0,89.0,2
44.0,37.0,10.0,986.0,165.0,2
-5.0,-6.0,15.0,1984.0,236.0,0
11.0,-13.0,27.0,1158.0,127.0,2
-10.0,-8.0,16.0,503.0,89.0,2
-10.0,-20.0,10.0,507.0,74.0,2
-2.0,-14.0,11.0,918.0,142.0,2
-3.0,-25.0,10.0,1188.0,142.0,2
47.0,49.0,14.0,216.0,37.0,2
-7.0,-9.0,19.0,284.0,61.0,2
1.0,-6.0,12.0,231.0,41.0,2
-9.0,-20.0,32.0,1034.0,144.0,2
0.0,-10.0,11.0,1481.0,174.0,0
-3.0,-2.0,21.0,228.0,41.0,2
-2.0,-3.0,14.0,102.0,21.0,2
-14.0,-41.0,21.0,2422.0,324.0,0
-5.0,-12.0,16.0,175.0,38.0,2
1.0,19.0,26.0,1744.0,259.0,0
5.0,-13.0,10.0,1189.0,153.0,2
65.0,54.0,20.0,399.0,70.0,1
-9.0,5.0,34.0,377.0,66.0,2
464.0,474.0,36.0,1749.0,229.0,3
14.0,0.0,21.0,888.0,125.0,2
-12.0,-20.0,9.0,528.0,74.0,2
-7.0,-10.0,14.0,1127.0,151.0,2
-6.0,-21.0,15.0,295.0,52.0,2
-3.0,-5.0,14.0,128.0,32.0,2
25.0,16.0,19.0,991.0,111.0,2
-5.0,-30.0,12.0,305.0,46.0,2
-6.0,-22.0,20.0,280.0,58.0,2
-7.0,-14.0,14.0,370.0,57.0,2
-7.0,-1.0,16.0,867.0,150.0,2
-2.0,-12.0,8.0,337.0,57.0,2
75.0,65.0,19.0,606.0,90.0,1
-4.0,11.0,14.0,1127.0,178.0,0
-2.0,0.0,20.0,1797.0,240.0,0
26.0,8.0,12.0,895.0,113.0,2
-7.0,-20.0,12.0,258.0,48.0,2
-3.0,-9.0,17.0,163.0,28.0,2
-5.0,-22.0,16.0,3329.0,415.0,0
-10.0,-20.0,9.0,861.0,118.0,2
16.0,5.0,10.0,216.0,36.0,2
-4.0,-7.0,23.0,603.0,86.0,2
8.0,9.0,19.0,958.0,127.0,2
4.0,8.0,14.0,813.0,116.0,2
13.0,22.0,37.0,525.0,71.0,1
-7.0,-21.0,19.0,152.0,31.0,2
147.0,162.0,29.0,490.0,79.0,1
-4.0,-40.0,14.0,1069.0,141.0,2
16.0,3.0,14.0,836.0,106.0,2
-3.0,-20.0,15.0,337.0,54.0,2
-3.0,-18.0,10.0,859.0,119.0,2
-5.0,-3.0,13.0,763.0,110.0,2
-5.0,-14.0,17.0,1020.0,154.0,2
13.0,8.0,16.0,526.0,74.0,2
58.0,49.0,19.0,2139.0,265.0,0
-8.0,-12.0,10.0,311.0,50.0,2
-2.0,-4.0,17.0,326.0,52.0,2
3.0,6.0,18.0,449.0,83.0,2
-1.0,-13.0,11.0,293.0,48.0,2
0.0,15.0,29.0,861.0,125.0,2
-5.0,-33.0,10.0,1032.0,158.0,2
149.0,158.0,22.0,1047.0,139.0,1
-6.0,-17.0,14.0,1061.0,143.0,2
-8.0,-12.0,12.0,588.0,90.0,2
12.0,6.0,13.0,641.0,97.0,2
-8.0,-24.0,13.0,1721.0,188.0,0
-3.0,-12.0,13.0,1481.0,212.0,0
-7.0,-19.0,17.0,544.0,88.0,2
-1.0,-5.0,12.0,484.0,66.0,2
-5.0,-24.0,17.0,2446.0,274.0,0
-7.0,-17.0,16.0,483.0,82.0,2
6.0,4.0,19.0,3904.0,464.0,0
-4.0,-9.0,18.0,592.0,77.0,2
-10.0,-21.0,10.0,280.0,44.0,2
62.0,57.0,18.0,1368.0,169.0,0
-6.0,-7.0,14.0,1931.0,230.0,0
-15.0,-9.0,17.0,430.0,73.0,2
36.0,47.0,33.0,457.0,75.0,1
-6.0,3.0,32.0,152.0,40.0,2
-7.0,-26.0,8.0,491.0,80.0,2
8.0,6.0,10.0,551.0,81.0,2
3.0,1.0,16.0,1303.0,165.0,0
-5.0,-19.0,14.0,1121.0,157.0,2
-5.0,-5.0,30.0,313.0,48.0,2
-3.0,-9.0,12.0,742.0,102.0,2
3.0,-15.0,28.0,1381.0,195.0,0
41.0,37.0,13.0,2562.0,302.0,0
102.0,83.0,13.0,852.0,105.0,1
86.0,80.0,17.0,994.0,133.0,1
42.0,40.0,28.0,493.0,68.0,1
-7.0,-23.0,21.0,393.0,56.0,2
6.0,10.0,29.0,746.0,96.0,2
3.0,-5.0,14.0,73.0,18.0,2
-5.0,-16.0,12.0,551.0,78.0,2
-4.0,-4.0,17.0,1916.0,281.0,0
8.0,-5.0,12.0,601.0,81.0,2
-4.0,-2.0,32.0,290.0,48.0,2
19.0,6.0,14.0,453.0,65.0,2
-8.0,-14.0,16.0,213.0,47.0,2
-9.0,-24.0,9.0,879.0,112.0,2
-4.0,9.0,25.0,191.0,45.0,2
79.0,76.0,17.0,1250.0,159.0,1
50.0,34.0,10.0,349.0,55.0,2
-6.0,-12.0,10.0,606.0,94.0,2
-15.0,-5.0,36.0,451.0,77.0,2
-4.0,-23.0,18.0,666.0,103.0,2
0.0,-15.0,19.0,780.0,101.0,2
-1.0,-6.0,23.0,399.0,50.0,2
0.0,4.0,24.0,229.0,36.0,2
-6.0,-3.0,26.0,1558.0,178.0,0
-13.0,-24.0,15.0,223.0,40.0,2
-4.0,-24.0,14.0,2717.0,311.0,0
-2.0,-10.0,18.0,602.0,92.0,2
-1.0,-4.0,13.0,333.0,61.0,2
-4.0,7.0,11.0,967.0,118.0,2
28.0,3.0,15.0,1562.0,183.0,0
15.0,-15.0,18.0,862.0,106.0,2
7.0,24.0,40.0,284.0,50.0,1
-6.0,-13.0,13.0,130.0,34.0,2
58.0,34.0,12.0,833.0,101.0,2
