dep_delay,arr_delay,taxi_out,distance,air_time,Cluster
0.0,-38.0,10.0,2172.0,222.0,0
1.0,26.0,52.0,212.0,46.0,1
-5.0,-15.0,16.0,236.0,43.0,2
-1.0,-18.0,21.0,2079.0,268.0,0
-5.0,-22.0,20.0,1042.0,137.0,2
11.0,-11.0,9.0,861.0,125.0,2
1.0,11.0,27.0,1846.0,259.0,0
-3.0,-12.0,9.0,628.0,87.0,2
122.0,114.0,10.0,251.0,43.0,1
-4.0,-17.0,16.0,295.0,51.0,2
-8.0,-13.0,18.0,448.0,73.0,2
135.0,131.0,11.0,999.0,143.0,1
0.0,11.0,13.0,1978.0,289.0,0
-6.0,11.0,33.0,391.0,78.0,2
9.0,-2.0,30.0,2342.0,287.0,0
-2.0,-9.0,21.0,192.0,37.0,2
-5.0,-27.0,11.0,813.0,114.0,2
-5.0,-14.0,17.0,490.0,66.0,2
617.0,615.0,30.0,140.0,30.0,3
-10.0,-45.0,16.0,284.0,61.0,2
-6.0,-11.0,24.0,2860.0,349.0,0
-7.0,-12.0,16.0,1694.0,232.0,0
-2.0,-19.0,12.0,130.0,33.0,2
66.0,55.0,13.0,737.0,107.0,2
-2.0,-11.0,18.0,1354.0,159.0,0
0.0,2.0,13.0,846.0,121.0,2
4.0,-21.0,8.0,259.0,40.0,2
2.0,-8.0,15.0,1222.0,148.0,2
10.0,-9.0,12.0,862.0,114.0,2
-7.0,-9.0,10.0,305.0,60.0,2
-3.0,-6.0,17.0,325.0,50.0,2
78.0,68.0,11.0,372.0,65.0,2
18.0,11.0,9.0,794.0,122.0,2
-1.0,-17.0,11.0,325.0,51.0,2
2.0,2.0,16.0,508.0,74.0,2
83.0,89.0,45.0,1389.0,187.0,1
29.0,72.0,13.0,883.0,169.0,2
-10.0,-17.0,13.0,74.0,20.0,2
2.0,-15.0,14.0,780.0,105.0,2
9.0,15.0,19.0,672.0,107.0,2
-2.0,5.0,22.0,1199.0,182.0,0
3.0,-12.0,13.0,1440.0,207.0,0
331.0,334.0,20.0,447.0,64.0,1
1.0,-9.0,19.0,394.0,62.0,2
24.0,12.0,17.0,895.0,119.0,2
4.0,-2.0,18.0,2496.0,285.0,0
53.0,73.0,31.0,1373.0,210.0,1
0.0,-2.0,25.0,431.0,74.0,2
-2.0,-9.0,16.0,399.0,65.0,2
132.0,127.0,12.0,305.0,56.0,1
-3.0,-20.0,16.0,1838.0,209.0,0
19.0,13.0,9.0,488.0,71.0,2
-4.0,11.0,13.0,1182.0,193.0,0
-3.0,-13.0,11.0,341.0,52.0,2
-7.0,-18.0,16.0,449.0,65.0,2
225.0,207.0,9.0,1097.0,149.0,1
127.0,116.0,13.0,312.0,47.0,1
36.0,48.0,14.0,594.0,100.0,2
-10.0,-26.0,13.0,399.0,69.0,2
-2.0,0.0,23.0,397.0,65.0,2
-12.0,-1.0,7.0,323.0,71.0,2
46.0,23.0,13.0,1396.0,155.0,0
-1.0,1.0,31.0,258.0,54.0,2
-8.0,-11.0,19.0,332.0,59.0,2
-4.0,42.0,59.0,674.0,113.0,1
-7.0,-10.0,20.0,1608.0,218.0,0
29.0,21.0,16.0,850.0,124.0,2
-3.0,64.0,16.0,1121.0,158.0,2
-12.0,-5.0,32.0,296.0,48.0,2
-9.0,-18.0,12.0,282.0,46.0,2
-6.0,21.0,45.0,469.0,76.0,1
100.0,81.0,8.0,843.0,108.0,2
-1.0,4.0,10.0,373.0,71.0,2
34.0,-7.0,13.0,1626.0,229.0,0
-5.0,18.0,44.0,2402.0,289.0,0
3.0,-14.0,11.0,895.0,122.0,2
-11.0,-24.0,14.0,262.0,46.0,2
5.0,-4.0,17.0,1299.0,165.0,0
55.0,69.0,13.0,323.0,74.0,2
-2.0,-15.0,10.0,259.0,43.0,2
0.0,-4.0,19.0,793.0,106.0,2
-6.0,-16.0,15.0,1739.0,208.0,0
-5.0,-13.0,17.0,1139.0,153.0,2
-3.0,-10.0,12.0,1276.0,184.0,0
-5.0,-12.0,21.0,1616.0,191.0,0
-2.0,0.0,23.0,280.0,43.0,2
-8.0,-26.0,13.0,386.0,58.0,2
-6.0,-13.0,19.0,814.0,124.0,2
13.0,10.0,12.0,1066.0,157.0,2
0.0,-11.0,11.0,426.0,64.0,2
-6.0,-3.0,16.0,1303.0,151.0,2
11.0,2.0,27.0,950.0,126.0,2
-7.0,-17.0,13.0,948.0,123.0,2
-5.0,-13.0,12.0,1569.0,207.0,0
7.0,8.0,15.0,594.0,92.0,2
-6.0,-28.0,12.0,1576.0,203.0,0
-2.0,-17.0,15.0,633.0,82.0,2
0.0,-2.0,31.0,502.0,75.0,2
-1.0,-14.0,10.0,675.0,94.0,2
-3.0,-10.0,22.0,462.0,69.0,2
-5.0,1.0,22.0,564.0,94.0,2
-1.0,-1.0,16.0,972.0,137.0,2
-5.0,-25.0,8.0,680.0,92.0,2
-9.0,-13.0,31.0,2133.0,294.0,0
51.0,53.0,28.0,625.0,93.0,1
31.0,43.0,48.0,2419.0,299.0,0
-3.0,0.0,16.0,155.0,45.0,2
47.0,13.0,17.0,331.0,55.0,2
27.0,6.0,14.0,372.0,57.0,2
37.0,29.0,10.0,110.0,23.0,2
17.0,-4.0,11.0,1069.0,150.0,2
9.0,8.0,19.0,986.0,127.0,2
2.0,-19.0,18.0,930.0,126.0,2
9.0,-11.0,10.0,862.0,102.0,2
6.0,-19.0,19.0,437.0,69.0,2
16.0,-3.0,10.0,599.0,77.0,2
-2.0,-14.0,15.0,383.0,61.0,2
-10.0,9.0,21.0,451.0,83.0,2
-13.0,-8.0,21.0,258.0,61.0,2
-2.0,-17.0,17.0,137.0,34.0,2
-10.0,-7.0,16.0,1196.0,167.0,0
-2.0,13.0,11.0,419.0,91.0,2
-8.0,-26.0,16.0,2475.0,298.0,0
-4.0,-25.0,30.0,1089.0,144.0,2
51.0,47.0,13.0,834.0,112.0,2
0.0,8.0,35.0,187.0,43.0,2
-2.0,-5.0,15.0,312.0,51.0,2
22.0,9.0,16.0,966.0,129.0,2
-1.0,25.0,33.0,972.0,155.0,1
-2.0,-7.0,12.0,936.0,110.0,2
9.0,18.0,28.0,785.0,107.0,2
-7.0,-22.0,14.0,342.0,52.0,2
-3.0,3.0,14.0,1390.0,179.0,0
-8.0,-2.0,18.0,867.0,125.0,2
2.0,-14.0,15.0,594.0,92.0,2
-6.0,-17.0,12.0,290.0,61.0,2
4.0,2.0,28.0,1235.0,171.0,0
-4.0,-24.0,24.0,1325.0,183.0,0
-1.0,6.0,26.0,1085.0,159.0,2
6.0,-14.0,9.0,1005.0,157.0,2
-6.0,2.0,15.0,853.0,132.0,2
8.0,10.0,30.0,594.0,85.0,2
-8.0,-21.0,18.0,622.0,83.0,2
-9.0,-14.0,14.0,1099.0,134.0,2
-12.0,-18.0,16.0,250.0,44.0,2
28.0,31.0,13.0,500.0,85.0,2
-7.0,4.0,16.0,979.0,140.0,2
-3.0,-8.0,21.0,557.0,79.0,2
-2.0,10.0,21.0,834.0,126.0,2
-8.0,-46.0,15.0,740.0,113.0,2
-7.0,-3.0,21.0,746.0,117.0,2
-10.0,-15.0,28.0,954.0,140.0,2
0.0,-17.0,9.0,1254.0,171.0,0
293.0,303.0,28.0,1005.0,135.0,1
-6.0,-9.0,15.0,500.0,84.0,2
-2.0,-25.0,16.0,659.0,117.0,2
0.0,-7.0,13.0,239.0,41.0,2
-6.0,-11.0,17.0,925.0,126.0,2
-4.0,-3.0,13.0,2556.0,331.0,0
-8.0,-25.0,16.0,1013.0,133.0,2
-2.0,2.0,26.0,257.0,46.0,2
3.0,-2.0,16.0,402.0,60.0,2
-12.0,-32.0,19.0,476.0,68.0,2
4.0,0.0,16.0,602.0,87.0,2
-2.0,-20.0,22.0,802.0,109.0,2
5.0,-10.0,10.0,1037.0,141.0,2
62.0,42.0,12.0,391.0,60.0,2
-10.0,-12.0,17.0,643.0,100.0,2
-8.0,-18.0,8.0,158.0,30.0,2
-3.0,-13.0,14.0,954.0,147.0,2
-7.0,-6.0,26.0,606.0,85.0,2
-3.0,-8.0,18.0,440.0,61.0,2
-6.0,10.0,42.0,1089.0,159.0,1
25.0,78.0,63.0,507.0,86.0,1
43.0,35.0,17.0,1066.0,144.0,2
64.0,53.0,13.0,989.0,138.0,2
-3.0,-2.0,43.0,2072.0,242.0,0
47.0,40.0,24.0,733.0,99.0,1
33.0,22.0,13.0,481.0,67.0,2
-9.0,-21.0,14.0,925.0,119.0,2
0.0,2.0,29.0,1084.0,147.0,2
-7.0,-7.0,21.0,1001.0,139.0,2
8.0,5.0,18.0,204.0,42.0,2
-7.0,-18.0,20.0,264.0,43.0,2
2.0,-2.0,24.0,192.0,43.0,2
-3.0,-3.0,15.0,455.0,76.0,2
21.0,29.0,25.0,1091.0,143.0,2
49.0,39.0,10.0,604.0,91.0,2
-14.0,-17.0,10.0,629.0,81.0,2
-7.0,-19.0,18.0,677.0,92.0,2
17.0,15.0,24.0,308.0,55.0,2
38.0,56.0,26.0,1107.0,147.0,1
-1.0,-11.0,19.0,200.0,41.0,2
-5.0,0.0,23.0,773.0,126.0,2
-1.0,-15.0,14.0,1103.0,165.0,2
-7.0,-20.0,15.0,1046.0,122.0,2
0.0,-19.0,11.0,516.0,80.0,2
17.0,6.0,13.0,870.0,112.0,2
-2.0,-14.0,33.0,2422.0,274.0,0
-5.0,-8.0,17.0,1107.0,154.0,2
4.0,23.0,19.0,1123.0,147.0,2
8.0,20.0,49.0,1931.0,219.0,0
0.0,0.0,11.0,214.0,45.0,2
6.0,15.0,19.0,1448.0,196.0,0
-11.0,-26.0,10.0,489.0,66.0,2
4.0,10.0,17.0,447.0,76.0,2
155.0,151.0,20.0,337.0,62.0,1
-1.0,-2.0,21.0,369.0,62.0,2
-3.0,-12.0,15.0,641.0,91.0,2
1.0,-14.0,30.0,701.0,122.0,2
28.0,18.0,13.0,586.0,77.0,2
1.0,0.0,43.0,164.0,38.0,1
-7.0,-18.0,10.0,1009.0,133.0,2
37.0,17.0,24.0,404.0,58.0,2
0.0,-10.0,11.0,973.0,129.0,2
-1.0,3.0,15.0,1587.0,228.0,0
-4.0,-10.0,12.0,475.0,75.0,2
-2.0,-10.0,14.0,102.0,20.0,2
-2.0,9.0,29.0,447.0,74.0,2
-2.0,12.0,45.0,1956.0,265.0,0
1.0,12.0,36.0,846.0,124.0,1
-3.0,-25.0,17.0,599.0,85.0,2
-11.0,0.0,39.0,157.0,34.0,1
49.0,45.0,13.0,726.0,117.0,2
4.0,-9.0,9.0,1737.0,207.0,0
-5.0,-9.0,16.0,957.0,123.0,2
-6.0,-2.0,12.0,264.0,47.0,2
21.0,-9.0,14.0,719.0,94.0,2
-1.0,-21.0,24.0,1085.0,149.0,2
-11.0,-21.0,11.0,240.0,51.0,2
-10.0,-24.0,15.0,420.0,71.0,2
-7.0,-9.0,23.0,406.0,68.0,2
5.0,-11.0,15.0,562.0,83.0,2
-2.0,-6.0,13.0,585.0,100.0,2
1.0,-7.0,10.0,221.0,46.0,2
-1.0,-14.0,27.0,726.0,98.0,2
-4.0,-20.0,12.0,417.0,59.0,2
-3.0,-15.0,13.0,521.0,63.0,2
-2.0,-15.0,13.0,862.0,113.0,2
-3.0,-10.0,22.0,762.0,108.0,2
-1.0,-11.0,23.0,143.0,31.0,2
-1.0,-27.0,9.0,1587.0,179.0,0
-13.0,-19.0,20.0,634.0,90.0,2
1.0,-8.0,13.0,616.0,99.0,2
-10.0,5.0,27.0,75.0,32.0,2
11.0,6.0,20.0,224.0,37.0,2
0.0,6.0,43.0,361.0,59.0,1
-8.0,-17.0,12.0,407.0,67.0,2
-7.0,-6.0,12.0,2130.0,250.0,0
-6.0,-14.0,17.0,577.0,82.0,2
2.0,-31.0,8.0,1209.0,156.0,2
14.0,-2.0,10.0,1020.0,112.0,2
-2.0,-13.0,10.0,1199.0,158.0,2
58.0,49.0,16.0,347.0,55.0,2
-9.0,-5.0,36.0,1956.0,275.0,0
-3.0,54.0,44.0,2496.0,322.0,0
-10.0,-28.0,13.0,113.0,25.0,2
-9.0,-11.0,22.0,290.0,44.0,2
-3.0,-3.0,21.0,2446.0,351.0,0
2.0,-12.0,17.0,2695.0,338.0,0
-1.0,-22.0,10.0,544.0,94.0,2
2.0,-19.0,8.0,562.0,76.0,2
-9.0,-16.0,20.0,292.0,52.0,2
15.0,16.0,21.0,1103.0,133.0,2
-2.0,9.0,33.0,413.0,58.0,2
5.0,3.0,20.0,1587.0,223.0,0
5.0,-5.0,12.0,468.0,69.0,2
-2.0,-6.0,12.0,417.0,62.0,2
58.0,48.0,9.0,192.0,34.0,2
-5.0,-15.0,13.0,346.0,58.0,2
1.0,5.0,19.0,566.0,87.0,2
5.0,0.0,9.0,289.0,58.0,2
-7.0,-23.0,10.0,600.0,82.0,2
-6.0,-23.0,10.0,1145.0,129.0,2
-1.0,-24.0,23.0,913.0,111.0,2
132.0,129.0,14.0,100.0,24.0,1
-6.0,-15.0,16.0,184.0,52.0,2
108.0,104.0,14.0,243.0,42.0,1
-5.0,-20.0,13.0,1182.0,150.0,2
68.0,58.0,19.0,1620.0,183.0,0
-7.0,-31.0,18.0,2419.0,265.0,0
-5.0,-9.0,30.0,544.0,80.0,2
9.0,21.0,40.0,1709.0,253.0,0
-7.0,9.0,18.0,296.0,52.0,2
-3.0,-7.0,24.0,2084.0,234.0,0
1.0,-9.0,13.0,521.0,70.0,2
-4.0,-12.0,17.0,370.0,61.0,2
0.0,-15.0,14.0,896.0,132.0,2
37.0,39.0,19.0,850.0,123.0,2
1.0,-13.0,14.0,1618.0,180.0,0
43.0,108.0,93.0,96.0,25.0,1
-4.0,-7.0,9.0,100.0,29.0,2
75.0,63.0,12.0,89.0,26.0,2
3.0,-33.0,12.0,2442.0,319.0,0
-3.0,-8.0,14.0,631.0,84.0,2
3.0,1.0,10.0,760.0,112.0,2
-9.0,-20.0,11.0,605.0,86.0,2
12.0,-5.0,10.0,1390.0,196.0,0
5.0,-1.0,16.0,1042.0,163.0,2
-2.0,-2.0,16.0,516.0,71.0,2
-10.0,-2.0,28.0,310.0,55.0,2
-5.0,-8.0,16.0,661.0,96.0,2
-6.0,-28.0,12.0,1849.0,199.0,0
-5.0,-1.0,22.0,192.0,40.0,2
3.0,40.0,49.0,888.0,137.0,1
-5.0,9.0,25.0,257.0,47.0,2
-4.0,0.0,16.0,575.0,87.0,2
-5.0,-7.0,12.0,250.0,41.0,2
-10.0,5.0,25.0,311.0,57.0,2
-2.0,-5.0,18.0,432.0,68.0,2
3.0,-10.0,21.0,1065.0,147.0,2
-4.0,-11.0,12.0,663.0,91.0,2
-5.0,-15.0,27.0,631.0,81.0,2
19.0,-4.0,11.0,2584.0,272.0,0
26.0,36.0,10.0,1569.0,198.0,0
-5.0,-16.0,14.0,1541.0,217.0,0
-2.0,-13.0,13.0,1068.0,170.0,2
-1.0,-9.0,11.0,646.0,100.0,2
-1.0,-3.0,16.0,577.0,81.0,2
-10.0,-32.0,13.0,588.0,80.0,2
111.0,106.0,10.0,991.0,151.0,1
24.0,30.0,30.0,258.0,51.0,1
-12.0,-20.0,17.0,547.0,71.0,2
-5.0,-10.0,20.0,969.0,152.0,2
-5.0,-6.0,14.0,372.0,62.0,2
-8.0,-15.0,15.0,1005.0,139.0,2
-5.0,-13.0,15.0,515.0,69.0,2
-2.0,0.0,21.0,1216.0,162.0,0
-6.0,-19.0,7.0,371.0,61.0,2
-8.0,-9.0,15.0,829.0,114.0,2
-5.0,-18.0,24.0,719.0,109.0,2
8.0,-4.0,16.0,726.0,110.0,2
-7.0,-3.0,11.0,1073.0,160.0,2
-2.0,8.0,21.0,1352.0,165.0,0
6.0,-16.0,12.0,551.0,79.0,2
-7.0,-16.0,15.0,610.0,84.0,2
8.0,-4.0,13.0,728.0,101.0,2
-1.0,0.0,16.0,1565.0,212.0,0
-5.0,-4.0,21.0,868.0,113.0,2
-1.0,0.0,16.0,507.0,78.0,2
-7.0,-29.0,16.0,740.0,115.0,2
13.0,-5.0,9.0,1062.0,134.0,2
22.0,15.0,15.0,622.0,99.0,2
-2.0,-3.0,22.0,763.0,117.0,2
5.0,-7.0,10.0,488.0,64.0,2
-7.0,-8.0,16.0,1127.0,150.0,2
47.0,37.0,8.0,399.0,66.0,2
-4.0,-6.0,21.0,818.0,117.0,2
29.0,15.0,15.0,343.0,61.0,2
-10.0,-11.0,37.0,431.0,76.0,2
32.0,28.0,14.0,334.0,53.0,2
-13.0,-32.0,16.0,926.0,129.0,2
15.0,13.0,15.0,1464.0,199.0,0
-2.0,27.0,45.0,239.0,43.0,1
-2.0,-7.0,21.0,369.0,60.0,2
1.0,-11.0,16.0,368.0,56.0,2
-7.0,-27.0,22.0,2556.0,278.0,0
-6.0,-14.0,13.0,507.0,77.0,2
1.0,-14.0,14.0,258.0,43.0,2
80.0,110.0,58.0,700.0,96.0,1
-3.0,9.0,38.0,368.0,57.0,1
-2.0,-2.0,17.0,134.0,28.0,2
-6.0,-20.0,13.0,1085.0,134.0,2
3.0,22.0,30.0,2586.0,316.0,0
-2.0,-32.0,8.0,646.0,95.0,2
-9.0,-17.0,19.0,372.0,63.0,2
-5.0,-17.0,14.0,1175.0,135.0,2
-6.0,-47.0,18.0,1372.0,187.0,0
55.0,60.0,17.0,618.0,99.0,2
-7.0,-22.0,23.0,2434.0,312.0,0
-6.0,-7.0,6.0,479.0,68.0,2
-3.0,-20.0,8.0,802.0,108.0,2
1.0,-3.0,23.0,280.0,47.0,2
-6.0,-19.0,11.0,182.0,45.0,2
23.0,19.0,13.0,164.0,34.0,2
7.0,-11.0,10.0,907.0,131.0,2
86.0,82.0,12.0,590.0,92.0,2
39.0,32.0,18.0,229.0,55.0,2
-5.0,-10.0,11.0,647.0,95.0,2
12.0,0.0,17.0,372.0,64.0,2
-11.0,-12.0,14.0,1068.0,150.0,2
0.0,-13.0,15.0,798.0,103.0,2
-3.0,-3.0,13.0,316.0,59.0,2
-8.0,-22.0,22.0,1012.0,128.0,2
26.0,39.0,20.0,237.0,57.0,2
-1.0,15.0,12.0,1086.0,172.0,2
-11.0,-17.0,14.0,333.0,52.0,2
-8.0,-23.0,20.0,622.0,106.0,2
1.0,1.0,16.0,920.0,137.0,2
-3.0,-22.0,9.0,292.0,49.0,2
-5.0,4.0,17.0,1574.0,239.0,0
10.0,6.0,19.0,1558.0,193.0,0
-1.0,-7.0,21.0,844.0,122.0,2
20.0,14.0,7.0,102.0,21.0,2
-9.0,-28.0,9.0,914.0,104.0,2
-10.0,1.0,22.0,882.0,146.0,2
173.0,152.0,11.0,989.0,124.0,1
14.0,5.0,14.0,1045.0,133.0,2
-1.0,11.0,15.0,404.0,62.0,2
34.0,33.0,16.0,406.0,62.0,2
12.0,0.0,13.0,476.0,80.0,2
2.0,-6.0,13.0,342.0,55.0,2
17.0,16.0,24.0,1590.0,195.0,0
-2.0,-5.0,9.0,341.0,48.0,2
-2.0,-2.0,14.0,1576.0,205.0,0
-7.0,-4.0,9.0,1154.0,170.0,2
-7.0,13.0,16.0,337.0,53.0,2
-4.0,-19.0,20.0,419.0,68.0,2
0.0,-10.0,20.0,733.0,96.0,2
-3.0,-23.0,15.0,679.0,88.0,2
-5.0,-10.0,9.0,369.0,63.0,2
20.0,13.0,24.0,185.0,34.0,2
-4.0,-11.0,8.0,100.0,27.0,2
-2.0,-16.0,7.0,1642.0,223.0,0
-12.0,-21.0,17.0,584.0,81.0,2
-2.0,-17.0,13.0,1061.0,124.0,2
-1.0,-20.0,13.0,2075.0,286.0,0
-1.0,28.0,27.0,2677.0,354.0,0
-10.0,-20.0,12.0,726.0,95.0,2
-2.0,-15.0,10.0,335.0,51.0,2
-7.0,-14.0,14.0,302.0,48.0,2
-6.0,-19.0,15.0,647.0,98.0,2
-5.0,-5.0,24.0,748.0,107.0,2
0.0,-5.0,13.0,756.0,95.0,2
-7.0,5.0,41.0,240.0,46.0,1
24.0,12.0,12.0,157.0,39.0,2
-5.0,-10.0,20.0,417.0,62.0,2
42.0,48.0,15.0,985.0,154.0,2
-8.0,-20.0,32.0,2248.0,308.0,0
-8.0,-17.0,10.0,164.0,36.0,2
-2.0,-10.0,15.0,224.0,38.0,2
-1.0,-11.0,9.0,1182.0,157.0,2
-6.0,-24.0,15.0,528.0,69.0,2
18.0,-4.0,20.0,335.0,52.0,2
-1.0,-12.0,10.0,874.0,106.0,2
-3.0,7.0,15.0,642.0,120.0,2
53.0,41.0,15.0,304.0,51.0,2
14.0,8.0,18.0,507.0,72.0,2
-3.0,-20.0,24.0,541.0,81.0,2
-9.0,-24.0,14.0,589.0,71.0,2
-5.0,-15.0,23.0,177.0,33.0,2
-7.0,11.0,33.0,309.0,52.0,2
-3.0,-25.0,14.0,2586.0,293.0,0
-8.0,-21.0,20.0,1055.0,135.0,2
-5.0,-8.0,21.0,139.0,26.0,2
-3.0,-20.0,13.0,457.0,62.0,2
1.0,-11.0,16.0,190.0,35.0,2
0.0,-10.0,10.0,404.0,60.0,2
-3.0,-17.0,17.0,617.0,102.0,2
15.0,0.0,17.0,1310.0,178.0,0
-2.0,-10.0,12.0,258.0,50.0,2
-8.0,-6.0,18.0,277.0,47.0,2
24.0,14.0,11.0,311.0,53.0,2
113.0,109.0,12.0,352.0,59.0,1
3.0,3.0,10.0,332.0,52.0,2
-4.0,-23.0,22.0,1733.0,194.0,0
22.0,15.0,35.0,1237.0,162.0,1
-8.0,-21.0,22.0,908.0,138.0,2
-4.0,-11.0,9.0,358.0,57.0,2
50.0,40.0,16.0,2174.0,258.0,0
-3.0,-18.0,13.0,1005.0,147.0,2
0.0,-9.0,13.0,228.0,46.0,2
-3.0,-13.0,18.0,325.0,54.0,2
81.0,78.0,12.0,1061.0,139.0,2
-7.0,-2.0,13.0,862.0,126.0,2
-14.0,-17.0,12.0,261.0,41.0,2
19.0,14.0,14.0,748.0,105.0,2
58.0,46.0,12.0,227.0,44.0,2
0.0,-11.0,9.0,321.0,54.0,2
-8.0,-3.0,35.0,719.0,110.0,2
3.0,23.0,23.0,137.0,50.0,2
9.0,1.0,10.0,979.0,123.0,2
-7.0,-8.0,29.0,674.0,92.0,2
67.0,77.0,12.0,187.0,65.0,2
-1.0,-19.0,11.0,762.0,96.0,2
-6.0,-8.0,20.0,802.0,111.0,2
-8.0,-11.0,16.0,198.0,38.0,2
34.0,29.0,18.0,261.0,44.0,2
9.0,11.0,26.0,173.0,37.0,2
-8.0,-19.0,12.0,601.0,83.0,2
-1.0,-8.0,18.0,736.0,100.0,2
31.0,26.0,14.0,1517.0,180.0,0
1.0,-13.0,16.0,636.0,92.0,2
61.0,56.0,10.0,91.0,39.0,2
-7.0,-36.0,9.0,438.0,61.0,2
-6.0,-17.0,23.0,184.0,35.0,2
-6.0,-24.0,14.0,1180.0,135.0,2
16.0,-1.0,26.0,1773.0,247.0,0
4.0,13.0,18.0,399.0,78.0,2
-10.0,-31.0,20.0,1589.0,206.0,0
-12.0,-19.0,21.0,402.0,58.0,2
3.0,-6.0,13.0,130.0,32.0,2
-4.0,-29.0,11.0,2498.0,275.0,0
-21.0,-17.0,27.0,484.0,77.0,2
-11.0,-21.0,11.0,493.0,83.0,2
-4.0,9.0,48.0,481.0,68.0,1
-7.0,-17.0,14.0,110.0,24.0,2
-4.0,-8.0,16.0,1737.0,209.0,0
-3.0,-18.0,12.0,762.0,101.0,2
-5.0,-10.0,15.0,475.0,85.0,2
54.0,59.0,14.0,2343.0,295.0,0
-7.0,-22.0,11.0,879.0,105.0,2
-5.0,-15.0,13.0,1587.0,208.0,0
51.0,36.0,10.0,236.0,47.0,2
-2.0,-10.0,15.0,794.0,108.0,2
-4.0,-15.0,12.0,373.0,58.0,2
160.0,144.0,10.0,922.0,101.0,1
-4.0,-22.0,15.0,226.0,42.0,2
26.0,16.0,11.0,793.0,110.0,2
17.0,7.0,16.0,919.0,126.0,2
39.0,83.0,49.0,313.0,59.0,1
-3.0,-16.0,19.0,318.0,53.0,2
-1.0,-11.0,11.0,834.0,117.0,2
-20.0,-39.0,13.0,802.0,114.0,2
0.0,-4.0,17.0,994.0,133.0,2
5.0,-14.0,10.0,1197.0,171.0,0
25.0,23.0,17.0,925.0,127.0,2
0.0,-3.0,13.0,541.0,82.0,2
8.0,-11.0,18.0,606.0,80.0,2
29.0,18.0,17.0,479.0,76.0,2
2.0,1.0,11.0,296.0,53.0,2
15.0,12.0,19.0,1546.0,197.0,0
25.0,32.0,16.0,667.0,106.0,2
42.0,21.0,22.0,1069.0,142.0,2
10.0,-5.0,23.0,1635.0,196.0,0
3.0,-12.0,9.0,444.0,72.0,2
7.0,4.0,12.0,129.0,31.0,2
-1.0,-7.0,20.0,479.0,78.0,2
-9.0,-27.0,17.0,1416.0,195.0,0
131.0,120.0,18.0,515.0,77.0,1
29.0,10.0,19.0,1235.0,150.0,2
-11.0,-24.0,16.0,775.0,99.0,2
-7.0,-13.0,35.0,394.0,62.0,2
8.0,27.0,42.0,1452.0,199.0,1
-4.0,-20.0,20.0,2677.0,318.0,0
-6.0,-24.0,11.0,826.0,121.0,2
-5.0,-14.0,8.0,82.0,23.0,2
-8.0,-6.0,13.0,1157.0,178.0,0
5.0,-10.0,16.0,488.0,68.0,2
-7.0,-7.0,9.0,100.0,24.0,2
-3.0,-5.0,13.0,696.0,106.0,2
28.0,32.0,26.0,370.0,61.0,2
0.0,-9.0,13.0,409.0,61.0,2
3.0,52.0,51.0,501.0,99.0,1
-5.0,5.0,21.0,883.0,118.0,2
7.0,0.0,30.0,834.0,109.0,2
15.0,-5.0,11.0,787.0,118.0,2
-12.0,-31.0,10.0,1299.0,155.0,2
-1.0,-5.0,27.0,541.0,81.0,2
-1.0,26.0,56.0,2402.0,274.0,0
-1.0,2.0,18.0,542.0,84.0,2
-13.0,-14.0,17.0,852.0,115.0,2
2.0,-18.0,11.0,407.0,64.0,2
115.0,101.0,15.0,945.0,130.0,1
6.0,-5.0,12.0,680.0,96.0,2
-5.0,-10.0,14.0,656.0,95.0,2
-4.0,-16.0,10.0,532.0,75.0,2
-10.0,-16.0,17.0,280.0,48.0,2
-3.0,-27.0,21.0,740.0,115.0,2
-9.0,-8.0,20.0,480.0,75.0,2
-5.0,-10.0,15.0,308.0,50.0,2
-5.0,-28.0,13.0,374.0,61.0,2
11.0,-10.0,25.0,1096.0,141.0,2
-11.0,1.0,41.0,1089.0,137.0,1
-4.0,-16.0,14.0,551.0,80.0,2
-2.0,-25.0,19.0,847.0,104.0,2
-6.0,-29.0,8.0,293.0,50.0,2
-3.0,-16.0,20.0,946.0,143.0,2
-3.0,-21.0,12.0,1797.0,228.0,0
-3.0,-21.0,26.0,833.0,105.0,2
-9.0,-7.0,22.0,1249.0,168.0,0
125.0,201.0,13.0,436.0,108.0,1
-2.0,-24.0,17.0,1990.0,283.0,0
-3.0,-28.0,11.0,787.0,113.0,2
-9.0,-31.0,10.0,1156.0,155.0,2
7.0,-4.0,14.0,224.0,45.0,2
21.0,10.0,22.0,833.0,117.0,2
-3.0,-15.0,12.0,1237.0,164.0,0
7.0,2.0,10.0,1491.0,157.0,0
-7.0,-18.0,11.0,1173.0,149.0,2
-2.0,-6.0,18.0,258.0,47.0,2
-7.0,-27.0,13.0,539.0,68.0,2
64.0,34.0,11.0,447.0,64.0,2
-7.0,-16.0,13.0,377.0,53.0,2
-2.0,-3.0,24.0,834.0,113.0,2
1.0,-24.0,23.0,184.0,33.0,2
-4.0,-28.0,12.0,449.0,76.0,2
41.0,40.0,31.0,861.0,103.0,1
0.0,4.0,14.0,862.0,132.0,2
-7.0,-16.0,12.0,761.0,105.0,2
-3.0,-14.0,19.0,1400.0,159.0,0
-14.0,-1.0,22.0,224.0,51.0,2
-2.0,-36.0,12.0,1744.0,213.0,0
-9.0,-48.0,11.0,1035.0,127.0,2
